Year,Pk,Tm,Player,College,Yrs,G,MP...7,PTS...8,TRB...9,AST...10,FG%,3P%,FT%,MP...14,PTS...15,TRB...16,AST...17,WS,WS/48,BPM,VORP
2005,1,MIL,Andrew Bogut,Utah,14,706,19862,6808,6112,1546,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,1.2,16
2005,2,ATL,Marvin Williams,UNC,15,1072,30159,10965,5546,1373,0.443,0.361,0.808,28.1,10.2,5.2,1.3,65.1,0.104,-0.4,12.3
2005,3,UTA,Deron Williams,Illinois,12,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.9,28.3
2005,4,NOP,Chris Paul,Wake Forest,20,1354,45608,23011,5978,12499,0.47,0.37,0.871,33.7,17,4.4,9.2,215.1,0.226,6.6,98.9
2005,5,CHO,Raymond Felton,UNC,14,971,28829,10853,2867,5096,0.412,0.329,0.79,29.7,11.2,3,5.2,40.2,0.067,-0.6,10.1
2005,6,POR,Martell Webster,NA,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.8,4.3
2005,7,TOR,Charlie Villanueva,UConn,11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-0.6,4.7
2005,8,NYK,Channing Frye,Arizona,13,890,19772,7786,4002,864,0.44,0.388,0.822,22.2,8.7,4.5,1,38.9,0.094,-0.4,8
2005,9,GSW,Ike Diogu,Arizona State,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-3,-0.7
2005,10,LAL,Andrew Bynum,NA,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.4,9.1
2005,11,ORL,Fran Vázquez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,12,LAC,Yaroslav Korolev,NA,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-5.2,-0.1
2005,13,CHO,Sean May,UNC,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-1.7,0.2
2005,14,MIN,Rashad McCants,UNC,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-1.7,0.4
2005,15,BRK,Antoine Wright,Texas A&M,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.7,-2.4
2005,16,TOR,Joey Graham,Oklahoma State,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.6,-2.4
2005,17,IND,Danny Granger,New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7
2005,18,BOS,Gerald Green,NA,12,658,13026,6412,1639,596,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,-1.3,2.4
2005,19,MEM,Hakim Warrick,Syracuse,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-1.9,0.4
2005,20,DEN,Julius Hodge,NC State,2,23,98,28,15,18,0.44,NA,0.5,4.3,1.2,0.7,0.8,0,0.003,-3.7,0
2005,21,NYK,Nate Robinson,Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.5,8.6
2005,22,POR,Jarrett Jack,Georgia Tech,13,867,24140,9349,2487,3952,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5
2005,23,SAC,Francisco García,Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.1,5.7
2005,24,HOU,Luther Head,Illinois,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,0.1,4.2
2005,25,OKC,Johan Petro,NA,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.6,-4.6
2005,26,DET,Jason Maxiell,Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2.5,-1.4
2005,27,DEN,Linas Kleiza,Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.3,-0.7
2005,28,SAS,Ian Mahinmi,NA,12,618,10353,3209,2705,357,0.533,0.16,0.612,16.8,5.2,4.4,0.6,26.1,0.121,-2,0.1
2005,29,MIA,Wayne Simien,Kansas,2,51,507,169,99,11,0.469,NA,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.4,-0.3
2005,30,NYK,David Lee,Florida,12,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.1,19.2
2005,31,ATL,Salim Stoudamire,Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-2.9,-0.6
2005,32,LAC,Daniel Ewing,Duke,2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3,-0.4
2005,33,NOP,Brandon Bass,LSU,12,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-0.8,5.1
2005,34,UTA,C.J. Miles,NA,16,849,17284,8108,2011,914,0.411,0.358,0.809,20.4,9.6,2.4,1.1,30.1,0.084,-0.4,6.9
2005,35,POR,Ricky Sánchez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,36,MIL,Ersan İlyasova,NA,13,825,18957,8364,4661,908,0.443,0.367,0.777,23,10.1,5.6,1.1,48.8,0.124,-0.1,9
2005,37,LAL,Ronny Turiaf,Gonzaga,10,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,0.3,4.7
2005,38,ORL,Travis Diener,Marquette,5,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-0.4,1.1
2005,39,LAL,Von Wafer,Florida State,6,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-1.8,0.1
2005,40,GSW,Monta Ellis,NA,12,833,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.4
2005,41,TOR,Roko Ukić,NA,2,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-4.3,-0.6
2005,42,GSW,Chris Taft,Pitt,1,17,144,47,36,2,0.605,NA,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-0.7,0
2005,43,BRK,Mile Ilić,NA,1,5,6,0,1,0,0,NA,NA,1.2,0,0.2,0,-0.2,-1.264,-52,-0.1
2005,44,CLE,Martynas Andriuškevičius,NA,1,6,9,0,4,0,0,NA,NA,1.5,0,0.7,0,0,0.155,5.2,0
2005,45,PHI,Lou Williams,NA,17,1123,27104,15593,2484,3789,0.419,0.351,0.842,24.1,13.9,2.2,3.4,65.7,0.116,1.4,23.2
2005,46,IND,Erazem Lorbek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,47,MIN,Bracey Wright,Indiana,2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-1.6,0
2005,48,OKC,Mickaël Gelabale,NA,3,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-2.1,0
2005,49,WAS,Andray Blatche,NA,9,564,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.8,3.8
2005,50,BOS,Ryan Gomes,Providence,8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.6,1.4
2005,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,0.404,NA,0.5,9.2,2.1,1.9,0.7,0,0.004,-5.1,-0.2
2005,52,DEN,Axel Hervelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,53,BOS,Orien Greene,Louisiana,4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-4.6,-1
2005,54,PHO,Dijon Thompson,UCLA,2,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-0.5,0
2005,55,MEM,Lawrence Roberts,Mississippi State,2,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.9,0
2005,56,DET,Amir Johnson,NA,14,870,18323,6102,4692,1073,0.57,0.332,0.673,21.1,7,5.4,1.2,55.3,0.145,0.3,10.6
2005,57,ORL,Marcin Gortat,NA,12,806,20691,7951,6407,915,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7
2005,58,TOR,Uroš Slokar,NA,1,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-5.6,-0.1
2005,59,ATL,Cenk Akyol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,60,DET,Alex Acker,Pepperdine,2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-5.3,-0.2
2004,1,ORL,Dwight Howard,NA,18,1242,39457,19485,14627,1676,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,1.9,39
2004,2,CHO,Emeka Okafor,UConn,10,616,19055,7370,5967,520,0.512,0,0.586,30.9,12,9.7,0.8,45.3,0.114,-0.6,6.8
2004,3,CHI,Ben Gordon,UConn,11,744,20366,11084,1851,1868,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-0.3,8.7
2004,4,LAC,Shaun Livingston,NA,14,833,17188,5231,1989,2483,0.486,0.178,0.794,20.6,6.3,2.4,3,29.9,0.084,-1,4.3
2004,5,DAL,Devin Harris,Wisconsin,15,985,23963,10597,2151,3869,0.432,0.325,0.796,24.3,10.8,2.2,3.9,54.9,0.11,0.6,15.5
2004,6,ATL,Josh Childress,Stanford,8,391,10432,3548,1850,609,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,0.8,7.4
2004,7,CHI,Luol Deng,Duke,15,902,30941,13361,5468,2042,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74,0.115,0.9,22.9
2004,8,TOR,Rafael Araújo,BYU,3,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-7.2,-2.1
2004,9,PHI,Andre Iguodala,Arizona,19,1231,39507,13968,6047,5147,0.463,0.33,0.709,32.1,11.3,4.9,4.2,100.4,0.122,2.1,41.3
2004,10,CLE,Luke Jackson,Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-3.7,-0.3
2004,11,GSW,Andris Biedriņš,NA,10,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,-0.4,4.6
2004,12,OKC,Robert Swift,NA,4,97,1500,416,376,20,0.506,NA,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-3.8,-0.7
2004,13,POR,Sebastian Telfair,NA,10,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5,0.02,-3.4,-4.2
2004,14,UTA,Kris Humphries,Minnesota,13,800,14232,5350,4314,556,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-1.7,1.2
2004,15,BOS,Al Jefferson,NA,14,915,26299,14343,7690,1347,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71,0.13,1.2,21.3
2004,16,UTA,Kirk Snyder,Nevada,4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-1.2,0.7
2004,17,ATL,Josh Smith,NA,13,894,29000,12996,6653,2789,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51,0.084,1.7,27.2
2004,18,NOP,J.R. Smith,NA,16,977,26275,12148,3073,2077,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,0.2,14.7
2004,19,MIA,Dorell Wright,NA,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.9,9.1
2004,20,ORL,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,0.436,0.368,0.81,27.9,11.3,3,5.1,48.3,0.094,-0.1,11.6
2004,21,DAL,Pavel Podkolzin,NA,2,6,28,4,9,0,0,NA,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-15,-0.1
2004,22,POR,Viktor Khryapa,NA,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,-3.5,-0.9
2004,23,POR,Sergei Monia,NA,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025,-5.3,-0.3
2004,24,BOS,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.9,8.7
2004,25,BOS,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,0.475,0.282,0.709,22,8.1,3.5,1.3,38.7,0.103,0.3,10.4
2004,26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,1,16.1
2004,27,LAL,Sasha Vujačić,NA,10,581,8908,3094,1093,748,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16,0.086,-1,2.3
2004,28,SAS,Beno Udrih,NA,13,831,18185,6952,1712,2858,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-0.9,4.9
2004,29,IND,David Harrison,Colorado,4,189,2686,949,549,47,0.53,NA,0.525,14.2,5,2.9,0.2,3.2,0.057,-4.4,-1.7
2004,30,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,31,ORL,Anderson Varejão,NA,14,632,15087,4574,4531,737,0.509,0.023,0.63,23.9,7.2,7.2,1.2,46.4,0.148,0.3,8.8
2004,32,CHI,Jackson Vroman,Iowa State,2,87,1111,285,261,51,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-5.1,-0.9
2004,33,WAS,Peter John Ramos,NA,1,6,20,11,4,0,0.5,NA,0.5,3.3,1.8,0.7,0,0,-0.108,-10,0
2004,34,LAC,Lionel Chalmers,Xavier,1,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-5.3,-0.4
2004,35,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
2004,36,OKC,Andre Emmett,Texas Tech,2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-5.5,-0.1
2004,37,ORL,Antonio Burks,Memphis,2,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-5,-0.6
2004,38,ATL,Royal Ivey,Texas,10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.7
2004,39,CHI,Chris Duhon,Duke,9,606,15526,3946,1364,2690,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.2,3.2
2004,40,TOR,Albert Miralles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,41,BOS,Justin Reed,Ole Miss,3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
2004,42,OKC,David Young,NC Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,43,ATL,Viktor Sanikidze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,44,NYK,Trevor Ariza,UCLA,18,1118,32953,11593,5356,2379,0.422,0.351,0.731,29.5,10.4,4.8,2.1,64.3,0.094,0.6,21.8
2004,45,NOP,Tim Pickett,Florida State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,46,CHO,Bernard Robinson,Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0
2004,47,POR,Ha Seung-Jin,NA,2,46,316,70,67,3,0.519,NA,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.8,-0.5
2004,48,MIA,Pape Sow,Cal State Fullerton,3,76,879,219,214,12,0.416,NA,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-5.7,-0.8
2004,49,SAC,Ricky Minard,Morehead State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,50,MEM,Sergei Lishouk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,51,DAL,Vassilis Spanoulis,NA,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-5.9,-0.3
2004,52,BRK,Christian Drejer,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,53,SAS,Romain Sato,Xavier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,54,MIA,Matt Freije,Vanderbilt,2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6,-0.6
2004,55,DET,Rickey Paulding,Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,56,HOU,Luis Flores,Manhattan University,1,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-4.8,0
2004,57,LAL,Marcus Douthit,Providence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,58,SAS,Sergei Karaulov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,59,MIN,Blake Stepp,Gonzaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,60,IND,Rashad Wright,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
